epoch,train_loss,train_dice,train_iou,train_samples,train_seconds,validation_loss,validation_dice,validation_iou,validation_samples,validation_seconds,best_checkpoint
1,0.598117281577978,0.586050912953458,0.4616988716928522,311,9.828499000053853,0.5868216668716585,0.4296361779925799,0.2875086942104378,99,2.20529119996354,True
2,0.46604381036911746,0.7869759372576257,0.6612447235745249,311,4.803786700009368,0.5192169986589991,0.4368478372843579,0.2968056689609181,99,0.9034917999524623,True
3,0.3579143755305618,0.7918976100694711,0.6673328301530942,311,4.489276900072582,0.46016098573954417,0.47787702023380935,0.332998432896354,99,0.8963759000180289,True
4,0.27240950214134535,0.8026867188824718,0.6804061541603309,311,4.499477400095202,0.4100171610562488,0.5245872230240793,0.3726077549385302,99,0.8793293000198901,True
5,0.2239897751348195,0.8058890299781726,0.6849029876794845,311,4.622548499959521,0.40506767624556417,0.5142143218204228,0.36417099743178394,99,0.9780517999315634,False
6,0.19574058875201983,0.8101119266828923,0.6907323510700484,311,4.559392299968749,0.39566919057056155,0.5312911825950699,0.38125750633201216,99,0.9290999999502674,True
7,0.18784391343401943,0.8017940712895041,0.6799557423668275,311,4.784630700014532,0.40539367000261944,0.5233414305580987,0.3744552909123777,99,0.9146596000064164,False
8,0.17098296742730584,0.8161282171390447,0.6985883996417668,311,4.916158200008795,0.4104086503838048,0.5222363544232917,0.3739109274112817,99,0.9342882999917492,False
